transaction_id,card_id,cardholder_id,amount,currency,merchant_id,merchant_name,merchant_category,entry_mode,card_type,card_network,latitude,longitude,country_code,device_fingerprint,ip_address,is_fraud,fraud_archetype,timestamp
TX_A793DE5BB90B,CARD_100229,USR_50229,1557.59,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,E_COMMERCE,CREDIT_STANDARD,AMEX,37.839,-122.3481,US,DEV_0AD16D01,192.168.152.164,0,LEGITIMATE,2026-06-28T10:27:44.556502+00:00
TX_8E7671E80B51,CARD_100024,USR_50024,296.5,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CONTACTLESS,DEBIT_STANDARD,AMEX,40.7263,-73.9125,US,DEV_159939A9,192.168.87.133,0,LEGITIMATE,2026-06-28T10:30:04.556502+00:00
TX_48F8B84449DC,CARD_100035,USR_50035,96.3,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CONTACTLESS,DEBIT_PREPAID,DISCOVER,29.6783,-95.4749,US,DEV_6FD9D934,192.168.167.195,0,LEGITIMATE,2026-06-28T10:32:24.556502+00:00
TX_D25922C21FD1,CARD_100179,USR_50179,226.68,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CHIP,CREDIT_PLATINUM,DISCOVER,29.9519,-95.3095,US,DEV_56F3A159,192.168.4.175,0,LEGITIMATE,2026-06-28T10:34:44.556502+00:00
TX_FB05F87A0207,CARD_100308,USR_50308,51.2,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,CREDIT_INFINITE,AMEX,33.3563,-112.1703,US,DEV_8DF49EE8,192.168.109.22,0,LEGITIMATE,2026-06-28T10:37:04.556502+00:00
TX_50B95EE42A87,CARD_100410,USR_50410,2394.09,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CHIP,CREDIT_INFINITE,DISCOVER,41.8509,-87.6587,US,DEV_3F66D943,192.168.105.14,0,LEGITIMATE,2026-06-28T10:39:24.556502+00:00
TX_9FDBF7CC4EB4,CARD_100186,USR_50186,88.87,USD,M_WMT_02,Walmart Supercenter,GROCERY,CNP,DEBIT_STANDARD,DISCOVER,41.7806,-87.7503,US,DEV_31893C17,192.168.81.133,0,LEGITIMATE,2026-06-28T10:41:44.556502+00:00
TX_5FAC9530AED7,CARD_100042,USR_50042,1.5,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,DEBIT_PREPAID,DISCOVER,41.6006,-87.6598,US,DEV_FE72F5A4,192.168.7.212,0,LEGITIMATE,2026-06-28T10:44:04.556502+00:00
TX_D388A552E21C,CARD_100439,USR_50439,1.5,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,DEBIT_PREPAID,MASTERCARD,25.6033,-80.1862,US,DEV_8DFDDB1B,192.168.225.176,0,LEGITIMATE,2026-06-28T10:46:24.556502+00:00
TX_7BA7F87F52C7,CARD_100422,USR_50422,37.15,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CONTACTLESS,CREDIT_INFINITE,MASTERCARD,47.6792,-122.2252,US,DEV_CD1295CC,192.168.73.203,0,LEGITIMATE,2026-06-28T10:48:44.556502+00:00
TX_13E91FD6F26D,CARD_100129,USR_50129,62.06,USD,M_AMZN_01,Amazon Online Marketplace,E_COMMERCE,E_COMMERCE,CREDIT_INFINITE,AMEX,34.1669,-118.1366,US,DEV_8924159C,192.168.41.206,0,LEGITIMATE,2026-06-28T10:51:04.556502+00:00
TX_A433FCDD9DF7,CARD_100148,USR_50148,989.2,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,E_COMMERCE,DEBIT_STANDARD,VISA,33.3848,-112.0426,US,DEV_1B45C2F0,192.168.226.156,0,LEGITIMATE,2026-06-28T10:53:24.556502+00:00
TX_D3CB89192FF5,CARD_100477,USR_50477,75.87,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CNP,DEBIT_PREPAID,AMEX,37.8448,-122.4648,US,DEV_C75B7015,192.168.209.226,0,LEGITIMATE,2026-06-28T10:55:44.556502+00:00
TX_113262903533,CARD_100417,USR_50417,15.61,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,E_COMMERCE,DEBIT_STANDARD,DISCOVER,34.1021,-118.1635,US,DEV_A09BE33E,192.168.58.65,0,LEGITIMATE,2026-06-28T10:58:04.556502+00:00
TX_37F0FE084B7D,CARD_100159,USR_50159,38.38,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,DEBIT_PREPAID,AMEX,25.8776,-80.2855,US,DEV_D5890C93,192.168.189.90,0,LEGITIMATE,2026-06-28T11:00:24.556502+00:00
TX_1FFF2A7D99D6,CARD_100101,USR_50101,322.83,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,MANUAL_KEYED,CREDIT_INFINITE,MASTERCARD,37.7175,-122.4202,US,DEV_7CC7D01A,10.0.8.170,1,CREDENTIAL_STUFFING,2026-06-28T11:02:44.556502+00:00
TX_5A36FFC84CC1,CARD_100162,USR_50162,158.06,USD,M_WMT_02,Walmart Supercenter,GROCERY,E_COMMERCE,CREDIT_INFINITE,DISCOVER,41.9493,-87.7235,US,DEV_131FF03B,192.168.232.34,0,LEGITIMATE,2026-06-28T11:05:04.556502+00:00
TX_BFA844DB7ACC,CARD_100217,USR_50217,8.91,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CNP,DEBIT_PREPAID,MASTERCARD,33.9778,-118.3205,US,DEV_3354485F,192.168.214.25,0,LEGITIMATE,2026-06-28T11:07:24.556502+00:00
TX_CB6752550B2B,CARD_100345,USR_50345,119.93,USD,M_WMT_02,Walmart Supercenter,GROCERY,E_COMMERCE,CREDIT_STANDARD,DISCOVER,33.9774,-118.2959,US,DEV_BE28EDA2,192.168.228.38,0,LEGITIMATE,2026-06-28T11:09:44.556502+00:00
TX_C83AFECDF512,CARD_100220,USR_50220,669.2,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,E_COMMERCE,CREDIT_INFINITE,VISA,33.3724,-112.0201,US,DEV_66E3946D,192.168.123.219,0,LEGITIMATE,2026-06-28T11:12:04.556502+00:00
TX_6E71ACD2996C,CARD_100183,USR_50183,60.71,USD,M_AMZN_01,Amazon Online Marketplace,E_COMMERCE,E_COMMERCE,CREDIT_PLATINUM,AMEX,25.8087,-80.1355,US,DEV_0345BC4C,192.168.60.236,0,LEGITIMATE,2026-06-28T11:14:24.556502+00:00
TX_2868981B50D3,CARD_100179,USR_50179,856.87,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CNP,CREDIT_PLATINUM,DISCOVER,29.8254,-95.5748,US,DEV_56F3A159,192.168.4.175,0,LEGITIMATE,2026-06-28T11:16:44.556502+00:00
TX_D292674A534A,CARD_100211,USR_50211,1.46,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CNP,DEBIT_STANDARD,MASTERCARD,30.2372,-95.0636,US,DEV_A769D0DF,10.0.115.76,1,CARD_TESTING,2026-06-28T11:19:04.556502+00:00
TX_8A5E1840FF04,CARD_100442,USR_50442,430.36,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,CREDIT_PLATINUM,DISCOVER,41.9606,-87.6514,US,DEV_E735B769,192.168.23.132,0,LEGITIMATE,2026-06-28T11:21:24.556502+00:00
TX_92061603E400,CARD_100169,USR_50169,1532.66,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,E_COMMERCE,CREDIT_PLATINUM,VISA,34.1841,-118.1837,US,DEV_AB0A7987,192.168.193.13,0,LEGITIMATE,2026-06-28T11:23:44.556502+00:00
TX_E8BE6853E422,CARD_100468,USR_50468,259.67,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,DEBIT_PREPAID,MASTERCARD,33.3141,-112.0157,US,DEV_96D5BA77,192.168.247.111,0,LEGITIMATE,2026-06-28T11:26:04.556502+00:00
TX_C660C66A84F6,CARD_100029,USR_50029,30.51,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,DEBIT_PREPAID,VISA,37.6663,-122.3747,US,DEV_F0C77EB4,192.168.146.31,0,LEGITIMATE,2026-06-28T11:28:24.556502+00:00
TX_9AF91B7AB3A5,CARD_100362,USR_50362,1306.7,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CNP,CREDIT_STANDARD,MASTERCARD,42.0563,-87.7395,US,DEV_0F22F835,192.168.157.121,0,LEGITIMATE,2026-06-28T11:30:44.556502+00:00
TX_B1B008075A00,CARD_100313,USR_50313,5.11,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,CREDIT_STANDARD,DISCOVER,34.1167,-118.2628,US,DEV_794C2B32,192.168.15.1,0,LEGITIMATE,2026-06-28T11:33:04.556502+00:00
TX_7F41E19AE063,CARD_100055,USR_50055,1658.25,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CONTACTLESS,DEBIT_STANDARD,MASTERCARD,25.8748,-80.2481,US,DEV_8CC1B457,192.168.76.97,0,LEGITIMATE,2026-06-28T11:35:24.556502+00:00
TX_05A77A3908B5,CARD_100034,USR_50034,48.04,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,DEBIT_STANDARD,AMEX,41.9976,-87.603,US,DEV_FCF2B2FD,192.168.147.215,0,LEGITIMATE,2026-06-28T11:37:44.556502+00:00
TX_D42EB06E323B,CARD_100447,USR_50447,1951.34,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CHIP,DEBIT_STANDARD,MASTERCARD,25.8474,-80.0406,US,DEV_010672D7,192.168.62.248,0,LEGITIMATE,2026-06-28T11:40:04.556502+00:00
TX_670778E594D4,CARD_100496,USR_50496,7.7,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,CREDIT_PLATINUM,AMEX,40.6427,-73.9986,US,DEV_790F1089,192.168.111.145,0,LEGITIMATE,2026-06-28T11:42:24.556502+00:00
TX_7AEF4A7844AE,CARD_100441,USR_50441,718.4,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CNP,DEBIT_PREPAID,AMEX,34.2039,-118.3242,US,DEV_57AE72A5,192.168.133.71,0,LEGITIMATE,2026-06-28T11:44:44.556502+00:00
TX_7304E52F803C,CARD_100285,USR_50285,7625.92,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,DEBIT_PREPAID,MASTERCARD,37.8475,-122.5303,US,DEV_E0D12456,192.168.106.178,0,LEGITIMATE,2026-06-28T11:47:04.556502+00:00
TX_3E52C413EF86,CARD_100212,USR_50212,16.7,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CONTACTLESS,CREDIT_STANDARD,DISCOVER,33.4132,-112.253,US,DEV_BCCBCD59,192.168.22.159,0,LEGITIMATE,2026-06-28T11:49:24.556502+00:00
TX_D2CE2B91EAD0,CARD_100476,USR_50476,4.9,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CONTACTLESS,CREDIT_PLATINUM,VISA,33.3774,-112.1496,US,DEV_8EAB23BB,192.168.241.24,0,LEGITIMATE,2026-06-28T11:51:44.556502+00:00
TX_263D7BD1207A,CARD_100366,USR_50366,41.64,USD,M_AMZN_01,Amazon Online Marketplace,E_COMMERCE,CHIP,DEBIT_PREPAID,DISCOVER,47.7004,-122.4089,US,DEV_520C8D61,192.168.43.110,0,LEGITIMATE,2026-06-28T11:54:04.556502+00:00
TX_92684F51470B,CARD_100293,USR_50293,1119.8,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CNP,CREDIT_INFINITE,DISCOVER,37.6947,-122.3792,US,DEV_D17E1E71,192.168.26.30,0,LEGITIMATE,2026-06-28T11:56:24.556502+00:00
TX_40369F873F91,CARD_100325,USR_50325,856.61,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CHIP,CREDIT_INFINITE,MASTERCARD,37.7664,-122.4484,US,DEV_FC5AEC80,192.168.113.120,0,LEGITIMATE,2026-06-28T11:58:44.556502+00:00
TX_4FBB3AB34B38,CARD_100399,USR_50399,94.38,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,DEBIT_STANDARD,MASTERCARD,25.8672,-80.1805,US,DEV_9BC4C0DB,192.168.158.156,0,LEGITIMATE,2026-06-28T12:01:04.556502+00:00
TX_F9DDD92A3D76,CARD_100138,USR_50138,1888.74,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,DEBIT_PREPAID,AMEX,41.7674,-87.609,US,DEV_DAAD9CA2,192.168.248.132,0,LEGITIMATE,2026-06-28T12:03:24.556502+00:00
TX_89D71CD98E2A,CARD_100081,USR_50081,556.07,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,CREDIT_INFINITE,AMEX,33.9474,-118.3409,US,DEV_D4F1EB84,192.168.58.174,0,LEGITIMATE,2026-06-28T12:05:44.556502+00:00
TX_2D790D49AC09,CARD_100098,USR_50098,6489.03,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CNP,DEBIT_STANDARD,DISCOVER,42.0151,-87.731,US,DEV_49027957,192.168.131.152,0,LEGITIMATE,2026-06-28T12:08:04.556502+00:00
TX_79813057058B,CARD_100200,USR_50200,39.33,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,DEBIT_STANDARD,DISCOVER,40.7014,-73.8476,US,DEV_11FA334D,192.168.241.157,0,LEGITIMATE,2026-06-28T12:10:24.556502+00:00
TX_86F8709B11E1,CARD_100343,USR_50343,123.03,USD,M_WMT_02,Walmart Supercenter,GROCERY,E_COMMERCE,CREDIT_INFINITE,VISA,25.8547,-80.2857,US,DEV_3B4CB098,192.168.125.116,0,LEGITIMATE,2026-06-28T12:12:44.556502+00:00
TX_271A98395174,CARD_100099,USR_50099,1237.6,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,E_COMMERCE,CREDIT_STANDARD,DISCOVER,29.7441,-95.3304,US,DEV_0E739E17,192.168.14.170,0,LEGITIMATE,2026-06-28T12:15:04.556502+00:00
TX_528FC007BA92,CARD_100275,USR_50275,10.73,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,DEBIT_PREPAID,AMEX,29.7673,-95.1132,US,DEV_798F9750,192.168.128.72,0,LEGITIMATE,2026-06-28T12:17:24.556502+00:00
TX_BD4568ED4E89,CARD_100037,USR_50037,29.24,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,DEBIT_STANDARD,DISCOVER,37.8272,-122.3734,US,DEV_44380A8C,192.168.117.149,0,LEGITIMATE,2026-06-28T12:19:44.556502+00:00
TX_ABA24B323D56,CARD_100402,USR_50402,114.02,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CONTACTLESS,CREDIT_STANDARD,DISCOVER,41.9968,-87.8087,US,DEV_A0A60EB9,192.168.66.247,0,LEGITIMATE,2026-06-28T12:22:04.556502+00:00
TX_68262088EEAF,CARD_100282,USR_50282,591.61,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,DEBIT_PREPAID,MASTERCARD,41.8862,-87.6813,US,DEV_AF60D2B7,192.168.49.12,0,LEGITIMATE,2026-06-28T12:24:24.556502+00:00
TX_38AC10B9769F,CARD_100301,USR_50301,4441.49,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,E_COMMERCE,CREDIT_INFINITE,MASTERCARD,37.8886,-122.5634,US,DEV_75A711E8,192.168.10.46,0,LEGITIMATE,2026-06-28T12:26:44.556502+00:00
TX_BFCED4BEE306,CARD_100389,USR_50389,1331.04,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,E_COMMERCE,DEBIT_PREPAID,AMEX,37.6504,-122.3111,US,DEV_44FF053A,192.168.71.213,0,LEGITIMATE,2026-06-28T12:29:04.556502+00:00
TX_BE39E94B8DEF,CARD_100465,USR_50465,1.5,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CONTACTLESS,CREDIT_INFINITE,MASTERCARD,34.0117,-118.3066,US,DEV_AC2F1004,192.168.152.129,0,LEGITIMATE,2026-06-28T12:31:24.556502+00:00
TX_C496D5E9867A,CARD_100146,USR_50146,10.7,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,DEBIT_STANDARD,AMEX,41.7967,-87.6748,US,DEV_12AFC13D,192.168.15.42,0,LEGITIMATE,2026-06-28T12:33:44.556502+00:00
TX_E5BB18D856B0,CARD_100176,USR_50176,46.2,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,E_COMMERCE,DEBIT_PREPAID,AMEX,40.7046,-74.0503,US,DEV_0D6600D0,192.168.114.172,0,LEGITIMATE,2026-06-28T12:36:04.556502+00:00
TX_39D3F380B0BD,CARD_100471,USR_50471,97.53,USD,M_AMZN_01,Amazon Online Marketplace,E_COMMERCE,E_COMMERCE,CREDIT_PLATINUM,DISCOVER,25.8716,-80.1644,US,DEV_2267CED1,192.168.65.153,0,LEGITIMATE,2026-06-28T12:38:24.556502+00:00
TX_C44379FAB980,CARD_100232,USR_50232,1.5,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CHIP,CREDIT_INFINITE,DISCOVER,40.7239,-74.136,US,DEV_63333B78,192.168.80.45,0,LEGITIMATE,2026-06-28T12:40:44.556502+00:00
TX_E7515CBFC607,CARD_100063,USR_50063,127.99,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CNP,CREDIT_INFINITE,MASTERCARD,25.6835,-80.1923,US,DEV_C796F2C8,192.168.148.221,0,LEGITIMATE,2026-06-28T12:43:04.556502+00:00
TX_9F59242172F9,CARD_100161,USR_50161,698.96,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,E_COMMERCE,DEBIT_PREPAID,MASTERCARD,34.0344,-118.2969,US,DEV_E8F057FF,192.168.175.199,0,LEGITIMATE,2026-06-28T12:45:24.556502+00:00
TX_E1AB05464300,CARD_100482,USR_50482,1.5,USD,M_AMZN_01,Amazon Online Marketplace,E_COMMERCE,CHIP,CREDIT_STANDARD,DISCOVER,42.0685,-87.8375,US,DEV_F6958C50,192.168.64.141,0,LEGITIMATE,2026-06-28T12:47:44.556502+00:00
TX_344454D3F9F2,CARD_100222,USR_50222,102.21,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,CREDIT_PLATINUM,MASTERCARD,47.4745,-122.3839,US,DEV_A46CB245,192.168.33.164,0,LEGITIMATE,2026-06-28T12:50:04.556502+00:00
TX_2C34CA844E2E,CARD_100479,USR_50479,15.08,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,CREDIT_INFINITE,VISA,25.8135,-80.1824,US,DEV_41AB0E18,192.168.239.191,0,LEGITIMATE,2026-06-28T12:52:24.556502+00:00
TX_24558E001621,CARD_100161,USR_50161,55.12,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CHIP,DEBIT_PREPAID,MASTERCARD,33.9541,-118.1877,US,DEV_E8F057FF,192.168.175.199,0,LEGITIMATE,2026-06-28T12:54:44.556502+00:00
